도로명,위도,경도
능동로49길,37.564746663339164,127.08203344448404
능동로50길,37.56409255164768,127.08423204954347
능동로5길,37.536713337166134,127.06623375703765
능동로6길,37.53421028318377,127.06864392901268
능동로9길,37.53827619027497,127.066990839066
답십리로80길,37.570978731607504,127.08194664949765
답십리로82길,37.57035710792587,127.08263655839492
답십리로84길,37.57025571182846,127.08380472963015
동일로,37.553819431881635,127.07092192854596
동일로10가길,37.53854814800318,127.063929972562
동일로10길,37.53833051505597,127.0633481669829
동일로10나길,37.538244756911574,127.06422505651305
동일로10다길,37.53778021679337,127.06434606696342
동일로16길,37.53897751898011,127.06398230450819
동일로18가길,37.53893445378928,127.06466365258935
동일로18길,37.53974896089592,127.06414773154277
동일로22길,37.54124610339186,127.0695643687724
동일로24길,37.54356607322016,127.06665685648264
동일로26길,37.5452258660756,127.06710091167973
동일로2길,37.53470529402165,127.0608351151455
동일로34길,37.54997062341956,127.06962606175804
동일로36길,37.55088832017858,127.06975132099666
동일로42길,37.55243257178305,127.07028889462985
동일로46길,37.553550014350115,127.07132161212652
동일로48길,37.55348610866485,127.07182839875804
동일로4길,37.53557191763114,127.06419531069399
동일로54길,37.5555689269603,127.07245881169572
동일로56가길,37.55493147294076,127.07289415644553
동일로56다길,37.55609619367282,127.07488675036993
동일로62길,37.55919541667766,127.0767349852354
동일로64길,37.56075520701305,127.07543546412818
동일로70길,37.56415476792806,127.07904534517412
동일로72길,37.56570141483323,127.07921081194638
동일로74길,37.56708092156001,127.07902781735257
동일로76가길,37.568900146310845,127.07991732439513
동일로76길,37.567843664045526,127.08123798702219
동일로76나길,37.568467665896996,127.0805196012299
동일로78길,37.56879954749292,127.08134545975267
동일로80길,37.57024395515622,127.08106311190907
뚝섬로,37.532195201965294,127.08505237833224
뚝섬로22가길,37.53510186651366,127.06309164680354
뚝섬로22길,37.53597412490454,127.0614110182663
뚝섬로23길,37.537104974062885,127.0656671946192
뚝섬로24길,37.53395710204994,127.06268957329058
뚝섬로25가길,37.53663636165547,127.0655550080674
뚝섬로25길,37.53656703054299,127.06521634278533
뚝섬로30가길,37.53506422626314,127.0655534075106
뚝섬로30길,37.53526151245763,127.06651626382624
뚝섬로32길,37.534612218363094,127.06692141054174
뚝섬로33길,37.53620239439895,127.07000067855716
뚝섬로34길,37.5334130076037,127.06950355885216
뚝섬로35길,37.535576143899405,127.07082000418963
뚝섬로36가길,37.531735939856205,127.07160017022329
뚝섬로43길,37.533858673010954,127.07703334281844
뚝섬로44길,37.53170367952961,127.07594581657446
뚝섬로46길,37.531004537457854,127.07649318647965
뚝섬로47길,37.533358297971674,127.07823580794032
뚝섬로49길,37.53424947610825,127.08012360754863
뚝섬로50길,37.531490288905395,127.07816385323576
뚝섬로51길,37.5351506314096,127.08190257722376
뚝섬로52가길,37.530981787229024,127.08074849428287
뚝섬로52길,37.53107973692351,127.07907581046767
뚝섬로52나길,37.53045677873234,127.08063920785426
뚝섬로52다길,37.52991240698418,127.08081676817416
뚝섬로52라길,37.52961783581194,127.07966954412979
뚝섬로52마길,37.52872868067134,127.08080967655354
뚝섬로54길,37.5313860681661,127.080704683017
뚝섬로57가길,37.5321905981893,127.08136197572922
뚝섬로66길,37.5336466464369,127.090330952324
뚝섬로67길,37.5346630594594,127.091159245593
면목로,37.556172413839334,127.075881503185
면목로13길,37.56966072003219,127.0820228649208
면목로15길,37.56924504548699,127.08174005428103
면목로16길,37.5693484819112,127.08341765398157
면목로1길,37.554760606268744,127.07419914820413
면목로4길,37.555677557270116,127.07634325232328
면목로6길,37.556071766176466,127.07646040245201
면목로9길,37.56094811726474,127.07616858325814
아차산로,37.53802825419708,127.07766014659934
아차산로22길,37.54045338315566,127.06408465877892
아차산로24길,37.54063283366229,127.0651524815125
아차산로26길,37.53983291053235,127.06527197527818
아차산로28길,37.53978152004101,127.0663365378787
아차산로29길,37.54381694735405,127.06928484721932
아차산로30길,37.540004087130775,127.06775244160018
아차산로31길,37.54204593664307,127.06972706476968
아차산로33길,37.54252865288913,127.07075248452296
아차산로38길,37.53774631532834,127.07474956942943
아차산로39가길,37.53911838403421,127.0763938828911
아차산로39길,37.53893249600715,127.07609921281076
아차산로40길,37.53574522873906,127.0779467414107
아차산로41가길,37.53884890432845,127.07781726721419
아차산로41길,37.538389403958405,127.07878659104179
아차산로44가길,37.53555592242897,127.07957175550433
아차산로44길,37.53647387249427,127.07979896737466
아차산로45길,37.53780956019162,127.08048791384836
아차산로46가길,37.536290750045104,127.08153809848382
아차산로46길,37.53543969547584,127.0803245911106
아차산로49길,37.53956816166239,127.08437683867933
아차산로51길,37.53960043443108,127.08513642503881
아차산로53길,37.53956947463241,127.08587230371266
아차산로55길,37.53961403494913,127.08671769010117
아차산로57길,37.53913165694335,127.08815192549494
아차산로73길,37.54626678503342,127.1034343230679
아차산로75길,37.546458273511035,127.10386660117916
아차산로76가길,37.547205973291625,127.10745949634125
아차산로78길,37.54867375773627,127.10938954794999
영화사로,37.55238592856235,127.10065542350699
영화사로16가길,37.5533896419244,127.096111631491
영화사로16길,37.5535418971947,127.09616482849901
영화사로16나길,37.55343121824,127.096504046205
영화사로1길,37.55837305973757,127.08974741867972
영화사로3가길,37.55762313573695,127.09325178524118
영화사로3길,37.55795545123339,127.09134731669563
영화사로5길,37.55753403533211,127.0927494809161
영화사로7길,37.55605509480915,127.092288011194
용마산로12길,37.56092044254137,127.087947102942
용마산로14길,37.56115778491087,127.087839708143
용마산로16길,37.56207098831853,127.08765991330567
용마산로18길,37.56244713272858,127.0876807876172
용마산로1길,37.55508991192425,127.08687266979207
용마산로22길,37.56427143894284,127.0876809930716
용마산로34길,37.5699952251248,127.087728438493
용마산로4길,37.55641753734859,127.08951865605343
용마산로5길,37.55750039885617,127.08557361715098
용마산로6길,37.557500743930305,127.08869149683952
용마산로7길,37.55938679431008,127.08622132783074
용마산로8가길,37.56005646796222,127.09012258215456
워커힐로,37.5505338924487,127.10177455316449
자양강변길,37.52922768183103,127.07739056609434
자양로,37.547022290745325,127.08795854026967
자양로11길,37.5336175732528,127.08223064254926
자양로13가길,37.53472986511214,127.08124241505094
자양로13길,37.53305235543424,127.08050065132105
자양로13나길,37.53404707234566,127.07996827736386
자양로13다길,37.53285407849794,127.07878422457958
자양로18길,37.538216466041774,127.08666734397526
자양로19가길,37.53880416165636,127.08043146621092
자양로22길,37.53971319727915,127.08423919683884
자양로23나길,37.54227354659061,127.08209102360566
자양로25길,37.54160973604967,127.08327479416766
자양로26길,37.54124947446393,127.086262168546
자양로30길,37.54293362854978,127.08880709123524
자양로32길,37.54405567826494,127.08789464255923
자양로33길,37.547771341434995,127.0864747073545
자양로34길,37.5458042623223,127.0873205472047
자양로35길,37.547774168040576,127.08627443648241
자양로36길,37.54640283009916,127.08799599804065
자양로37가길,37.54759204528161,127.08706454762573
자양로37길,37.548408752425466,127.08675014053168
자양로38길,37.54698556139861,127.0897062739684
자양로39길,37.5488935687759,127.0888448864146
자양로41길,37.54972942386881,127.08892376819846
자양로42길,37.548594710949516,127.09161170905013
자양로43길,37.55189349352092,127.09067858703247
자양로44가길,37.55064925245784,127.09421660822424
자양로44길,37.5508171606623,127.09190204923932
자양로44나길,37.55113418336662,127.09473949563589
자양로44다길,37.55080181577723,127.09564292881994
자양로45길,37.55515062653942,127.08995812522579
자양로4가길,37.53195015386796,127.08701975477814
자양로4길,37.531798181784204,127.08751753686765
자양로50가길,37.55294926183583,127.0940257195195
자양로50길,37.55214478829345,127.09398898868636
자양로51길,37.55356502915154,127.09287575072604
자양로52길,37.55300799195902,127.0941910381519
자양로53길,37.55610148790078,127.09055996704879
자양로9길,37.53333418021331,127.08266144821506
자양번영로,37.530978986620134,127.07489668052388
자양번영로11길,37.537169176743525,127.07514703397472
자양번영로12길,37.53699616594309,127.07725321408985
천호대로,37.55749856032472,127.0776635272555
천호대로101길,37.56076222101188,127.07533634990095
천호대로103길,37.55975307254987,127.07555436807333
천호대로104가길,37.55753132395541,127.07484816001347
천호대로104길,37.55768062946755,127.07540035242764
천호대로105길,37.55936188263752,127.07607989838966
천호대로107길,37.558264480184,127.078312794826
천호대로109길,37.55941599015088,127.08232756316569
천호대로111길,37.55740836457679,127.08246974844295
천호대로117길,37.55891934340525,127.08549418739257
천호대로119길,37.55793741059555,127.08582189035442
천호대로121길,37.5573412179538,127.08624669926066
천호대로123길,37.557460950602334,127.08660389559361
천호대로125길,37.55611882516775,127.08733269242329
천호대로127길,37.55386285081569,127.09003865868746
천호대로134길,37.548154061143215,127.08968633470583
